1413,Kohli,12,12,634,70.44
11813,Ruturaj Gaikwad,11,11,541,60.11
8497,Head,11,11,533,53.30
8271,Samson,11,11,471,67.29
2276,Narine,11,11,461,41.91
8733,Rahul,12,12,460,38.33
12305,Riyan Parag,11,10,436,54.50
10479,Salt,11,11,429,42.90
13866,Sai Sudharsan,11,11,424,42.40
10744,Pant,12,12,413,41.30
12086,Abhishek Sharma,12,12,401,36.45
14504,Tilak Varma,12,12,384,42.67
9406,Pooran,12,12,363,60.50
7825,du Plessis,12,12,361,30.08
8989,Stoinis,12,12,355,35.50
