11,8,3,16,+1.453,Kolkata Knight Riders
11,8,3,16,+0.476,Rajasthan Royals
12,7,5,14,+0.406,Sunrisers Hyderabad
11,6,5,12,+0.700,Chennai Super Kings
12,6,6,12,-0.316,Delhi Capitals
12,6,6,12,-0.769,Lucknow Super Giants
12,5,7,10,+0.217,Royal Challengers Bengaluru
12,4,8,8,-0.212,Mumbai Indians
12,4,8,8,-0.423,Punjab Kings
11,4,7,8,-1.320,Gujarat Titans
